Number,Product_code,Product_name,Rating,number of reveiws,Price,Images
77,B08VMYG235,"(Renewed) HP 15s-du1052tu Intel Pentium 15.6-Inch (39.62 cms) 1366 x 768 Pixels Laptop (4/1 TB/Windows 10 Home/Black/1.74 Kg), 1V4G6PA",5.0 out of 5 stars,1,"26,300",https://m.media-amazon.com/images/I/61MpF560n4L._AC_UY218_.jpg
78,B0966TPMRP,HP 250 G8 Notebook PC (3D4T7PA) CORE I3-1005G1/4 DDR4 Ram / 512GB SSD/Windows 10/15.6 inch HD/Intel UHD Graphics /NO ODD/1 Year ONSITE,4.5 out of 5 stars,2,"37,990",https://m.media-amazon.com/images/I/71tPBCVnKgS._AC_UY218_.jpg
79,B08NTVZMWD,"MSI Modern 15, Intel 10th Gen. i5-10210U, 15.6"" (39.62cms) FHD Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Carbon Grey/1.6Kg), A10M-482IN",3.2 out of 5 stars,6,"63,237",https://m.media-amazon.com/images/I/71jFEA4IoEL._AC_UY218_.jpg
80,B08NTVZMWD,"MSI Modern 15, Intel 10th Gen. i5-10210U, 15.6"" (39.62cms) FHD Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Carbon Grey/1.6Kg), A10M-482IN",3.2 out of 5 stars,6,"63,237",https://m.media-amazon.com/images/I/71jFEA4IoEL._AC_UY218_.jpg
81,B08CHWNVNH,"HP 14 10th Gen Intel Core i3 Processor 14"" (35.56cms) FHD Laptop (4GB/1TB HDD/Windows 10 Home/MS Office/Natural Silver/1.47Kg), 14s-cf3006tu",3.4 out of 5 stars,209,"37,890",https://m.media-amazon.com/images/I/71t9reLNFrL._AC_UY218_.jpg
82,B08VRSHJKL,"Dell Inspiron 3501 15.6-inch FHD Laptop (11th Gen Core i5-1135G7/8GB/1TB + 256GB SSD/Windows 10 + MS Office 2019/Backlit KB), Soft Mint",3.6 out of 5 stars,23,"61,999",https://m.media-amazon.com/images/I/51CYuZNUcoL._AC_UY218_.jpg
83,B08MB4PXCW,"Dell Inspiron 3501 15.6-inch FHD Laptop (10th Gen Core i3/8GB/1TB HDD/Windows 10 + MS Office 2019/Intel HD Graphics/1.83 kg), Silver",3.7 out of 5 stars,76,"43,150",https://m.media-amazon.com/images/I/51CYuZNUcoL._AC_UY218_.jpg
84,B08XBZBFCQ,"HP Pavilion (2021) 11th Gen Core i5 Laptop, 16 GB RAM, 2GB NVIDIA Graphics, 512GB SSD, 15.6""(39.62cms) FHD Screen, Windows 10, MS Office, Finger Print Reader, Alexa Built-in (15-eg0103TX)",4.4 out of 5 stars,138,Currently Unavailable,https://m.media-amazon.com/images/I/51sbPFGXFqL._AC_UY218_.jpg
85,B095KMNZCW,"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6"" FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 10/Office/AMD Radeon Graphics/Fingerprint Reader/Graphite Grey/Aluminium Surface/1.66Kg), 82LN00A3IN",4.4 out of 5 stars,58,"69,490",https://m.media-amazon.com/images/I/71jP9Frsr6L._AC_UY218_.jpg
86,B092MS22P1,"HP 14 11th Gen Intel Core i5 Processor 14-inch(35.6 cm) FHD Laptop (8GB/512GB/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-dr2016tu",4.1 out of 5 stars,274,"61,980",https://m.media-amazon.com/images/I/71bJqS8ZLTL._AC_UY218_.jpg
87,B08BXZLKN4,"Lenovo V14 Intel Core i5 10th Gen 14"" (35.56cms) Full HD Thin and Light Laptop (8GB RAM/ 1TB HDD/ Windows 10 Home/ Grey/ 1.6 kg), 82C4016PIH",3.6 out of 5 stars,76,"48,790",https://m.media-amazon.com/images/I/71iyJJMr-NL._AC_UY218_.jpg
88,B08X4NKYH5,"Dell Inspiron 5406 14"" (35.56 cms) FHD Display 2in1 Laptop (11th Gen i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics/ Win 10 + MS Office / Backlit with FPR / Platinum Silver) D560446WIN9S",3.8 out of 5 stars,25,"47,490",https://m.media-amazon.com/images/I/51XJpBuNEUL._AC_UY218_.jpg
89,B08ZN6KNP1,"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (8GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1508TX",4.4 out of 5 stars,40,"68,990",https://m.media-amazon.com/images/I/611VHOvjkES._AC_UY218_.jpg
90,B08W2X72V2,"HP 15 11th Gen Intel Core i3 Thin & Light 15.6-inch (39.62 cms) FHD Laptop (4GB DDR4/1TB HDD/M.2 Slot/Windows 10 Home/MS Office/Jet Black/1.76 Kg), 15s-du3053TU",3.4 out of 5 stars,"1,201","38,990",https://m.media-amazon.com/images/I/81Ne5qKmE8L._AC_UY218_.jpg
91,B096SLFV5G,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 10/Office/Integrated Iris Xe Graphics/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG0125IN",4.3 out of 5 stars,264,"66,990",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UY218_.jpg
92,B07THW9WFM,"HP 14 Laptop 14"" (35.56cms) (Ryzen 5 3500U/8GB/1TB HDD + 256GB SSD/Win 10/Microsoft Office 2019/Radeon Vega 8 Graphics), DK0093AU",4.4 out of 5 stars,854,Currently Unavailable,https://m.media-amazon.com/images/I/81w4VMSLLzL._AC_UY218_.jpg
93,B097SZMNQH,"Dell Inspiron 3501 15.6"" FHD Display Laptop (i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics / Win10 + MSO / Accent Black) D560492WIN9BE",No Rating Available,0,"38,890",https://m.media-amazon.com/images/I/51jPUwqQTFL._AC_UY218_.jpg
94,B098TH4RJN,(Renewed) Lenovo ThinkPad 14 inch (35.56 cm) HD Laptop (Core i5 6th Gen/8 GB RAM/1 TB HDD/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/Wifi/BT/Cardreader/Pan India Warranty/Integrated Graphics),No Rating Available,0,"38,999",https://m.media-amazon.com/images/I/51OKVljVlsS._AC_UY218_.jpg
95,B095YBZWK4,"HP 15 (2021) Thin & Light Ryzen 5 3500U Laptop, 8GB RAM, 512GB SSD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office, Natural Silver (15s-gr0500AU)",No Rating Available,More Buying Choices,"49,003",https://m.media-amazon.com/images/I/615+O+rJemL._AC_UY218_.jpg
96,B096SLFV5G,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6"" FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 10/Office/Integrated Iris Xe Graphics/Fingerprint Reader/Graphite Grey/1.66Kg), 82FG0125IN",4.3 out of 5 stars,264,"66,990",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UY218_.jpg
97,B07THW9WFM,"HP 14 Laptop 14"" (35.56cms) (Ryzen 5 3500U/8GB/1TB HDD + 256GB SSD/Win 10/Microsoft Office 2019/Radeon Vega 8 Graphics), DK0093AU",4.4 out of 5 stars,854,Currently Unavailable,https://m.media-amazon.com/images/I/81w4VMSLLzL._AC_UY218_.jpg
98,B097SZMNQH,"Dell Inspiron 3501 15.6"" FHD Display Laptop (i3-1115G4 / 4GB / 256GB SSD / Integrated Graphics / Win10 + MSO / Accent Black) D560492WIN9BE",No Rating Available,0,"38,890",https://m.media-amazon.com/images/I/51jPUwqQTFL._AC_UY218_.jpg
99,B095YBZWK4,"HP 15 (2021) Thin & Light Ryzen 5 3500U Laptop, 8GB RAM, 512GB SSD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office, Natural Silver (15s-gr0500AU)",No Rating Available,More Buying Choices,"49,003",https://m.media-amazon.com/images/I/615+O+rJemL._AC_UY218_.jpg
100,B0919HGZXG,"Dell Inspiron 3505 15.6"" FHD Display Laptop (R5-3450U / 8GB / 1TB + 256Gb SSD / Vega Graphics / Win 10 + MSO / Soft Mint Color) D560432WIN9S",3.6 out of 5 stars,13,"49,380",https://m.media-amazon.com/images/I/61jHjlv1YjS._AC_UY218_.jpg
101,B08WRL9GQW,"Lenovo IdeaPad L340 9th Gen Intel Core i5 15.6"" (39.62cms) Full HD IPS Gaming Laptop (8GB/1TB HDD/Windows 10/NVIDIA GTX 1050 3GB GDDR5 Graphics/Granite Black/2.2Kg), 81LK01QNIN",3.9 out of 5 stars,23,"52,990",https://m.media-amazon.com/images/I/81oeSUav6lL._AC_UY218_.jpg
102,B08RWHBFVH,Lenovo V15-ADA (82C7S02V00) Laptop (AMD Athlon Silver 3050U/ 4GB RAM/ 1TB HDD/ Windows 10 Pro/ Integrated Graphics/ 15.6 Inch/ 3 Years Warranty) Iron Grey,2.0 out of 5 stars,1,"27,750",https://m.media-amazon.com/images/I/51RSK3t7tsL._AC_UY218_.jpg
103,B095S8HPMY,"Dell Inspiron 7415 14"" FHD Touch Display 2in1 Laptop (R5 5500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB + FPR + Active Pen /Pebble Metal Color) D560470WIN9P",4.1 out of 5 stars,6,"66,390",https://m.media-amazon.com/images/I/514FlU4YKBS._AC_UY218_.jpg
104,B08SRDW9ZT,"HP Pavilion x360 (2021) 14"" (35.56cms) FHD Touchscreen Laptop, 11th Gen Core i3, 8 GB RAM, 256GB SSD, 2-in-1 Convertible, Windows 10, MS Office, Finger Print Reader (14-dw1036TU)",4.2 out of 5 stars,161,"50,993",https://m.media-amazon.com/images/I/61EQwsTKioL._AC_UY218_.jpg
105,B08WRQQ8VP,"Lenovo IdeaPad Flex 5 11th Gen Intel Core i3 14-inch FHD IPS 2-in-1 Touchscreen Laptop (8GB/512GB SSD/Win 10/Office 2019/Lenovo Digital Pen Stylus/Fingerprint Reader/Graphite Grey/1.5Kg), 82HS009GIN",4.0 out of 5 stars,69,"54,502",https://m.media-amazon.com/images/I/61ta6vDkCRL._AC_UY218_.jpg
106,B08SRC4JMD,"HP Pavilion x360 (2021) 14"" (35.56cms) FHD Touchscreen Laptop, 11th Gen Core i3, 8 GB RAM, 512GB SSD, 2-in-1 Convertible, Windows 10, MS Office, Finger Print Reader (14-dw1037TU)",4.4 out of 5 stars,109,"55,994",https://m.media-amazon.com/images/I/61EQwsTKioL._AC_UY218_.jpg
107,B08Q6B4X7N,"Asus Vivobook M515DA-EJ001T- AMD Athlon Silver 3050U, 2.3 GHz / 4GB DDR4 / 1TB HDD / 15.6"" FHD / AMD Radeon™ Integrated Graphics / Windows 10 Home / 1Yr Warranty / Grey",3.5 out of 5 stars,37,"32,490",https://m.media-amazon.com/images/I/71WBuynYfiL._AC_UY218_.jpg
108,B08R3Y9WP3,"Dell Inspiron 3501 15.6-inch FHD Laptop (10th Gen Core i3/8GB/1TB HDD + 256GB SSD/Windows 10 + MS Office 2019/Intel HD Graphics/1.83 kg), Black",3.4 out of 5 stars,21,"45,890",https://m.media-amazon.com/images/I/81S+9npA5oL._AC_UY218_.jpg
109,B098TW3NZ9,"(Renewed) Dell Intel Core i7 6th Gen 14-Inch(35.56 cms) (1920 x 1080) Laptop (8GB RAM/256GB SSD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics /1.5Kg,Black) Latitude E5470",No Rating Available,0,"49,999",https://m.media-amazon.com/images/I/51+WXHpfUKS._AC_UY218_.jpg
110,B095KQ1G3X,"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" (39.62cms) Full HD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00UAIN",4.4 out of 5 stars,132,"61,993",https://m.media-amazon.com/images/I/61TlKHyOHLL._AC_UY218_.jpg
111,B093L3TV59,"HP 14 (2021) Thin & Light 11th Gen Intel Core i3 Laptop with Alexa Built-in, 8GB RAM, 512GB SSD, 14-inch FHD Screen, Windows 10, MS Office (14s-dr2015TU)",3.8 out of 5 stars,37,"47,888",https://m.media-amazon.com/images/I/71bJqS8ZLTL._AC_UY218_.jpg
112,B08P8JCWM2,"HP 15 (2021) Thin & Light 11th Gen Core i5 Laptop, Iris Xe Graphics, 8 GB RAM, 1TB SSD, 15"" (38.1 cms) FHD Screen, Windows 10, MS Office, Alexa Built-in (15s-fr2005tu)",4.3 out of 5 stars,110,"67,998",https://m.media-amazon.com/images/I/81SdJG3OUjL._AC_UY218_.jpg
113,B08CQG6PDK,"Lenovo Ideapad Slim 3 AMD Athlon Silver 3050U 15.6"" (39.62cms) (15.6"")HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81W100HKIN",3.6 out of 5 stars,447,Currently Unavailable,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg
114,B08YRNVXN1,"AVITA Essential Refresh NE14A2INC44A-CR 14-inch/35.56 cm(Intel Celeron-N4020/4GB/256GB SSD/Windows 10 Home/FHD/Integrated Graphics), Concrete Grey",3.9 out of 5 stars,17,"22,199",https://m.media-amazon.com/images/I/61NsZ6UrfPL._AC_UY218_.jpg
115,B095N3BGWP,"(Renewed) Acer Nitro 5 Ryzen 5 4600H 15.6-inch Display Thin and Light Gaming Laptop (16GB RAM/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.3 Kgs), AN515-44 + Xbox Game Pass for PC",No Rating Available,0,"55,992",https://m.media-amazon.com/images/I/619kfBTu+ZS._AC_UY218_.jpg
116,B08PQR77JB,"ASUS VivoBook Ultra 15 (2020) Intel Core i3-1115G4 11th Gen, 15.6-inch (39.62 cms) FHD T&L Laptop (8GB RAM/256GB NVMe SSD/Windows 10/Office 2019/Integrated Graphics/Star Black/1.8 Kg), X513EA-BQ312TS",4.4 out of 5 stars,90,"43,990",https://m.media-amazon.com/images/I/612rSZsXxyL._AC_UY218_.jpg
117,B08BY24TMR,"Lenovo V15 Intel Core i3 10th Gen 15.6-inch HD Thin and Light Laptop (i3-1005G1/ 4GB RAM/ 1TB HDD/ Windows 10 Home/ Iron Grey/ 1.85 kg), 82C500PXIH",3.3 out of 5 stars,30,"37,500",https://m.media-amazon.com/images/I/71cd41RWSNL._AC_UY218_.jpg
118,B095S7WMDZ,"Dell 14 (2021) i5-1135G7 2in1 Touch Screen Laptop, 16Gb RAM, 512Gb SSD, 14” (35.56 cms) FHD Display, Win 10 + MSO, Backlit KB + FPR + Active Pen, Silver Metal Color (Inspiron 5410, D560477WIN9S)",3.7 out of 5 stars,4,"72,790",https://m.media-amazon.com/images/I/61E8IwFfGrS._AC_UY218_.jpg
119,B08JMMP9XJ,"ASUS VivoBook 14 (2020) Intel Core i5-1035G1 10th Gen 14-inch (35.56 cms) FHD T&L Laptop (8GB/1TB HDD + 256GB SSD/2GB GeForce MX130 Graphics/Windows 10/MS Office 2019/Silver/1.6 kg), X415JF-EK522TS",3.9 out of 5 stars,58,"55,990",https://m.media-amazon.com/images/I/71WuDXpTAlL._AC_UY218_.jpg
120,B089F2W1KW,"Mi Notebook Horizon Edition 14 Intel Core i7-10510U 10th Gen 14-inch (35.56 cms) Thin and Light Laptop(8GB/512GB SSD/Windows 10/Nvidia MX350 2GB Graphics/Grey/1.35Kg), XMA1904-AF+Webcam",4.4 out of 5 stars,966,"59,999",https://m.media-amazon.com/images/I/712rw0zcH8L._AC_UY218_.jpg
121,B08PPZG85B,"HP 15 Thin & Light 15.6"" (39.62cms) FHD Laptop (11th Gen Intel Core i5-1135G7, 8GB DDR4, 256GB SSD + 1TB HDD, Win 10 Home, MS Office, 2GB MX350 Graphics, FPR, Natural Silver, 1.76 Kg), 15s-du3047TX",3.9 out of 5 stars,158,"67,300",https://m.media-amazon.com/images/I/71dbvTXW+hL._AC_UY218_.jpg
122,B094YCYXPZ,"(Renewed) HP 14 (2021) Thin & Light 11th Gen Core i3 Laptop, 8 GB RAM, 256GB SSD, 14-inch (35.56 cms) FHD Screen, Windows 10, MS Office, Built-in Alexa",No Rating Available,0,"37,990",https://m.media-amazon.com/images/I/616KoIhP8SS._AC_UY218_.jpg
123,B091S4GXDR,"Dell Vostro 3400 14"" FHD Anti Glare Display Laptop (11th Gen i5-1135G7 / 8GB / 1TB / Integrated Graphics / Win 10 + MS Office / Black/ 1.58Kg) + DELL CITYLIFE Briefcase 15",No Rating Available,0,"53,818",https://m.media-amazon.com/images/I/71ZBWaCeExS._AC_UY218_.jpg
124,B08Y6XG7K1,"Dell Inspiron 3501 15.6-inch FHD Laptop (11th Gen Core i5-1135G7/8GB/1TB HDD/Windows 10 + MS Office 2019), Soft Mint",3.8 out of 5 stars,20,"58,359",https://m.media-amazon.com/images/I/51x4N8lvoVL._AC_UY218_.jpg
125,B088263LQY,"AVITA Magus Lite NS12T5IN008P 12.2-inch Laptop (Apollo Lake Celeron N3350/4GB/64GB SSD/Windows 10 Home/Intel HD 500 Graphics), Pastel Violet",3.1 out of 5 stars,38,"19,500",https://m.media-amazon.com/images/I/51z0Sd72wTL._AC_UY218_.jpg
126,B08S4R2L5T,"ASUS VivoBook Ultra K14 (2020), Intel Core i5-1035G1 10th Gen, 14"" (35.56cms) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/Integrated Graphics/Transparent Silver/1.4 kg), K413JA-EK286T",4.3 out of 5 stars,8,"57,990",https://m.media-amazon.com/images/I/61d9J+Af64L._AC_UY218_.jpg
127,B091S4BCPG,"Dell Vostro 3401 14"" FHD Anti Glare Display Laptop (i3-1005G1 / 8GB / 1TB / Integrated Graphics / 1 Yr NBD / Win 10 + MS Office/ Dune Color/1.58Kg) + DELL CITYLIFE Briefcase 15",3.7 out of 5 stars,197,"40,318",https://m.media-amazon.com/images/I/61I48jLZ2ZS._AC_UY218_.jpg
128,B0928T6QM3,"HP 15 11th Gen Intel Core i5 Processor 15.6-inch(39.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/2GB MX350 Graphics/Natural Silver/1.75Kg), 15s-dr3500TX",4.2 out of 5 stars,60,"64,990",https://m.media-amazon.com/images/I/81pG0gZywML._AC_UY218_.jpg
129,B08P1LGK4F,"HP 245 G7 Commercial Laptop (ATHLON-3050U, 4GB RAM, 1TB HDD, DOS - Doesn't Come with Windows), 1S5E8PA - for Small and Medium Business",3.6 out of 5 stars,14,Currently Unavailable,https://m.media-amazon.com/images/I/71gXx08SMWL._AC_UY218_.jpg
130,B094XK1B8P,"Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen 15.6-inch FHD 120Hz IPS Gaming Laptop (8GB/1TB HDD +256GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6/Onyx Black/2.2Kg), 81Y4017TIN",3.9 out of 5 stars,12,"62,990",https://m.media-amazon.com/images/I/61fpo-87DyL._AC_UY218_.jpg
131,B091TWZF2Y,HP 255 G8 Laptop 3K1G7PA (AMD Ryzen 5-3500U/ 8GB Ram/ 1TB HDD/15.6 inch HD/DOS/AMD Radeon Vega 8 Graphics/ Dark Ash Silver/1.74Kg),3.1 out of 5 stars,5,"40,974",https://m.media-amazon.com/images/I/71wPIewwjHL._AC_UY218_.jpg
132,B094XF92HG,"Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen 15.6-inch FHD 120Hz IPS Gaming Laptop (8GB/512 SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6/Onyx Black/2.2Kg), 81Y4017UIN",4.0 out of 5 stars,2,"62,039",https://m.media-amazon.com/images/I/61fpo-87DyL._AC_UY218_.jpg
133,B0925SF652,(Renewed) Lenovo ThinkPad High Performance 14 inch HD Light Laptop (Core I5 5200U/16 GB/512 GB SSD/Win 10 Pro/Office 2019/Webcam/USB 3.0/SIM/BT/Cardreader/TPM/Integrated Graphics),No Rating Available,0,"42,999",https://m.media-amazon.com/images/I/618FguGul3L._AC_UY218_.jpg
134,B08X4P5TVN,"Dell Vostro 3405 14"" (35.56 cms) FHD Display Laptop (R5-3500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Dune Color) D552166WIN9DE",4.1 out of 5 stars,39,"46,190",https://m.media-amazon.com/images/I/51CEknIIHcL._AC_UY218_.jpg
135,B08XY3843B,"HP 15 (2021) Thin & Light 11th Gen Core i3 Laptop, 8 GB RAM, 1TB HDD, M.2 Slot, 15.6-inch (39.62 cms) FHD Screen, Windows 10, MS Office, (15s-dy3001TU)",3.9 out of 5 stars,741,Currently Unavailable,https://m.media-amazon.com/images/I/81Ne5qKmE8L._AC_UY218_.jpg
136,B08VGTNZ36,HP 15s-gr0006au Laptop 21W92PA (AMD Ryzen 3-3250U/4GB Ram/ 1TB HDD/ 15.6 inch HD/ Win10 + MS Office 2019 / Dark Ash Black),3.2 out of 5 stars,29,"33,485",https://m.media-amazon.com/images/I/81bmFpJJLtL._AC_UY218_.jpg
137,B08KJ92N9V,"HP 245 G7 Commercial Laptop (Ryzen 3, 4GB RAM, 1TB HDD, Windows 10, Radeon Vega 6 Graphics), 2D8C6PA - for Small and Medium Business",3.7 out of 5 stars,211,"31,683",https://m.media-amazon.com/images/I/91-L0ug+WQL._AC_UY218_.jpg
138,B088CFBQFN,"Acer Aspire 3 Intel Core i3-10th Gen 15.6 - inch (39.62 cms) 1920 x 1080 Thin and Light Laptop (4GB Ram/1TB HDD/Window 10/Integrated Graphics/Shale Black/1.9 kgs), A315-56",3.0 out of 5 stars,485,"36,590",https://m.media-amazon.com/images/I/81YUWJOwMDL._AC_UY218_.jpg
139,B08XNZD56X,"HP 15 11th Gen Intel Core i5 Processor 15.6-inch FHD Laptop (8GB/512GB SSD +32GB Intel Optane/Win 10/MS Office/Jet Black/1.69 Kg), 15s-fq2071TU",3.9 out of 5 stars,10,"56,990",https://m.media-amazon.com/images/I/71fvR6NCIFL._AC_UY218_.jpg
140,B096G1V3RC,"HP 250 G8 Laptop (11th Gen Intel Core i3-1115G4/8GB DDR4 Ram / 512GB SSD/Windows 10/15.6 inch HD/Intel UHD Graphics) 42V68PA (Dark Ash Silver, 1.74 kg)",4.5 out of 5 stars,6,"44,000",https://m.media-amazon.com/images/I/71S+S-vt1MS._AC_UY218_.jpg
141,B08HN9JMJF,"Asus Laptop E410MA-EK320T PQC-N5030//4G/256 PCIe SSD/Rosepink/14"" FHD/1Y International Warranty//NumberPad/",2.7 out of 5 stars,3,Currently Unavailable,https://m.media-amazon.com/images/I/61eYceOx1mL._AC_UY218_.jpg
142,B08DFRKHLL,"Lenovo V14 Intel Core i3 10th Gen 14-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Win 10 Home/ Grey/ 1.6 kg), 82C4A00NIH",3.4 out of 5 stars,11,"34,550",https://m.media-amazon.com/images/I/61++rkOM+qL._AC_UY218_.jpg
143,B08CYTHY92,"HP Pavilion Gaming 15.6-inch (39.62 cms) FHD Gaming Laptop (Ryzen 5-4600H/8GB/512GB SSD/Windows 10/144Hz/NVIDIA GTX 1650ti 4GB/Shadow Black), 15-ec1051AX",4.3 out of 5 stars,372,"70,990",https://m.media-amazon.com/images/I/71FeUtw+TPL._AC_UY218_.jpg
144,B08W9WK8Q9,"Lenovo IdeaPad Flex 5 11th Gen Intel Core i3 14-inch FHD IPS 2-in-1 Touchscreen Laptop (8GB/256GB SSD/Win 10/Office 2019/Lenovo Digital Pen Stylus/Fingerprint Reader/Graphite Grey/1.5Kg), 82HS008YIN",4.1 out of 5 stars,153,"54,390",https://m.media-amazon.com/images/I/61ta6vDkCRL._AC_UY218_.jpg
145,B08J3D2YHV,"LG Gram 10th Gen Intel Core i7-1065G7 17-inch IPS WQXGA (2560X1600) Thin and Light Laptop (8GB/512GB SSD/Windows 10 64-bit/Dark Silver/1.35kg), 17Z90N",4.7 out of 5 stars,33,"1,05,990",https://m.media-amazon.com/images/I/61OozydP94L._AC_UY218_.jpg
146,B08KJ92N9V,"HP 245 G7 Commercial Laptop (Ryzen 3, 4GB RAM, 1TB HDD, Windows 10, Radeon Vega 6 Graphics), 2D8C6PA - for Small and Medium Business",3.7 out of 5 stars,211,"31,683",https://m.media-amazon.com/images/I/91-L0ug+WQL._AC_UY218_.jpg
147,B08QSVVC7W,"HP 14 10th Gen Intel Core i3 14"" (35.56cms) FHD Laptop (8 GB, 1 TB HDD + 256 GB SSD, Windows 10 Home, MS Office, Natural Silver, 1.51 kg), 14s-cf3028TU",4.2 out of 5 stars,46,"48,500",https://m.media-amazon.com/images/I/81yaUrHPUoL._AC_UY218_.jpg
148,B08BXZF8PS,"Lenovo V14 Intel Core i3 10th Gen 14-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Windows 10 Professional/ Grey/ 1.6 kg), 82C4016TIH",4.1 out of 5 stars,87,"39,200",https://m.media-amazon.com/images/I/71iyJJMr-NL._AC_UY218_.jpg
149,B09414JQ8B,"(Renewed) Dell Latitude E5440 14-Inch Laptop (Core i5 4th Gen/4GB RAM (Upgradable to 16)/320GB HDD/Windows 10 Pro/MS Office 2019/More than 4 GB Intel Integrated Graphics), Black",No Rating Available,0,"33,499",https://m.media-amazon.com/images/I/51gG1-BLxaS._AC_UY218_.jpg
150,B096SKBDXW,"Lenovo IdeaPad Flex 5 AMD Ryzen 5 14” FHD IPS 2-in-1 Touchscreen Laptop (8GB/512GB SSD/Windows10/MS Office 2019/Lenovo Digital Pen Stylus/HD 720p Camera/Graphite Grey/1.5Kg), 82HU00CNIN",4.0 out of 5 stars,1,"58,990",https://m.media-amazon.com/images/I/71DUrXr6MYL._AC_UY218_.jpg
151,B0928T6QM3,"HP 15 11th Gen Intel Core i5 Processor 15.6-inch(39.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/2GB MX350 Graphics/Natural Silver/1.75Kg), 15s-dr3500TX",4.2 out of 5 stars,60,"64,990",https://m.media-amazon.com/images/I/81pG0gZywML._AC_UY218_.jpg
